SalePrice,BsmtQual,PoolQC,YearBuilt,OverallQual,GrLivArea,GarageCars
385000,4,0,2007,10,2084,3
109500,2,0,1924,5,784,0
189000,3,0,2001,7,1434,2
185000,2,0,1967,5,2126,2
147400,3,0,2005,7,1223,2
166000,2,0,1957,6,1392,2
151000,3,0,2005,7,1200,2
237000,3,0,2003,7,1829,2
167000,2,0,1964,6,1516,2
139950,2,0,1961,5,1144,2
128000,3,0,1950,4,1067,2
153500,2,0,1948,5,1559,2
100000,2,0,1973,6,987,1
144000,3,0,1995,5,1099,1
130500,2,0,1946,5,1200,1
140000,2,0,1925,6,1482,1
157500,2,0,1904,5,1539,2
174900,2,0,1966,6,1165,2
141000,2,0,1961,5,1800,0
153900,2,0,1915,5,1416,3
171000,3,0,1975,5,1701,2
213000,3,0,1993,7,1775,2
133500,2,0,1972,5,864,1
240000,2,0,1908,6,2358,2
187000,2,0,1976,6,1855,2
131500,3,0,2003,6,848,2
215000,3,0,2003,8,1456,2
164000,2,0,1941,7,1646,1
158000,2,0,1964,6,1445,2
170000,2,0,1955,5,1779,2
127000,2,0,1962,5,1040,1
147000,3,0,1978,6,1026,2
174000,3,0,1994,6,1481,2
152000,3,0,1976,7,1370,2
250000,2,0,1968,6,2654,2
189950,2,0,1918,7,1426,1
131500,2,0,1965,5,1039,2
152000,3,0,1984,6,1097,2
132500,2,0,1959,5,1148,1
250580,4,0,2007,7,1372,2
148500,2,0,1970,5,1002,2
248900,3,0,2006,8,1646,3
129000,2,0,1961,4,1120,2
169000,0,0,1948,5,2320,2
236000,3,0,1993,7,1949,2
109500,2,0,1962,5,894,1
200500,3,0,1998,6,1682,2
116000,2,0,1953,5,910,2
133000,2,0,1949,5,1268,1
66500,2,0,1941,5,1131,1
303477,3,0,2007,8,2610,2
132250,2,0,1963,4,1040,2
350000,4,0,2004,9,2224,3
148000,2,0,1961,5,1155,2
136500,2,0,1978,5,864,1
157000,4,0,2005,5,1090,2
187500,3,0,1990,7,1717,2
178000,3,0,1992,6,1593,2
118500,2,0,1912,4,2230,1
100000,2,0,1967,5,892,1
328900,4,0,1999,9,1709,2
145000,2,0,1959,5,1712,2
135500,2,0,1955,5,1393,1
268000,2,0,1970,8,2217,2
149500,2,0,1953,6,1505,2
122900,2,0,1949,5,924,2
172500,2,0,1978,6,1683,2
154500,2,0,1963,6,1068,1
165000,3,0,1954,5,1383,1
118858,0,0,1979,5,1535,2
140000,2,0,1963,6,1796,2
106500,2,0,1936,4,951,1
142953,0,0,1979,5,2240,2
611657,4,0,2009,9,2364,3
135000,2,0,1961,5,1236,1
110000,2,0,1971,4,858,1
153000,2,0,1957,5,1306,1
180000,3,0,2003,7,1509,2
240000,3,0,2006,7,1670,3
125500,2,0,1967,5,902,1
128000,2,0,1954,5,1063,1
255000,3,0,2006,8,1636,3
250000,3,0,1936,7,2057,1
131000,3,0,1983,5,902,2
174000,3,0,2005,6,1484,2
154300,2,0,1960,5,2274,2
143500,3,0,1977,5,1268,1
88000,2,0,1925,5,1015,1
145000,2,0,1949,5,2002,3
173733,3,0,2009,6,1224,2
75000,2,0,1970,4,1092,1
35311,2,0,1949,2,480,1
135000,2,0,1956,4,1229,1
238000,4,0,1991,7,2127,3
176500,3,0,1958,6,1414,2
201000,3,0,1994,6,1721,2
145900,2,0,1900,5,2200,0
169990,3,0,2005,6,1316,2
193000,3,0,1993,6,1617,2
207500,3,0,1980,6,1686,2
175000,3,0,1977,5,1126,2
285000,3,0,2003,8,2374,3
176000,2,0,1968,7,1978,2
236500,3,0,2001,8,1788,2
222000,3,0,1997,7,2236,2
201000,3,0,2007,8,1466,3
117500,2,0,1965,5,925,1
320000,4,0,2006,9,1905,3
190000,3,0,2004,7,1500,2
242000,3,0,1960,7,2069,2
79900,1,0,1926,4,747,2
184900,3,0,2003,7,1200,2
253000,3,0,2005,7,1971,2
239799,3,0,2006,7,1962,3
244400,2,0,1940,7,2403,1
150900,2,0,1976,6,1728,2
214000,3,0,1999,7,2060,2
150000,3,0,1977,4,1440,0
143000,2,0,1967,5,1632,2
137500,2,0,1958,6,1344,2
124900,2,0,1890,5,1869,2
143000,2,0,1959,5,1144,1
270000,3,0,2002,8,1629,3
192500,3,0,2002,7,1776,2
197500,2,0,1972,6,1381,2
129000,2,0,1950,5,864,2
119900,2,0,1965,5,965,1
133900,3,0,1972,5,768,1
172000,2,0,1969,5,1968,2
127500,3,0,1975,6,980,0
145000,3,0,1946,6,1958,2
124000,3,0,1980,6,1229,2
132000,2,0,1962,5,1057,2
185000,3,0,2003,7,1337,2
155000,3,0,1999,7,1416,2
116500,2,0,1958,5,858,0
272000,3,0,1977,6,2872,2
155000,3,0,1976,6,1548,2
239000,4,0,2007,9,1800,2
214900,3,0,2002,7,1894,2
178900,3,0,2005,6,1484,2
160000,2,0,1940,5,1308,1
135000,2,0,1955,5,1098,1
37900,2,0,1910,3,968,0
140000,2,0,1958,6,1095,1
135000,2,0,1949,4,1192,0
173000,3,0,2003,7,1626,2
99500,3,0,1979,6,918,1
182000,3,0,2007,7,1428,2
167500,3,0,1910,7,2019,2
165000,3,0,2000,7,1382,2
85500,3,0,1923,4,869,0
199900,3,0,2006,7,1241,2
110000,2,0,1954,4,894,2
139000,2,0,1963,5,1121,2
178400,2,0,1961,7,999,2
336000,3,0,1998,8,2612,3
159895,3,0,2007,7,1266,2
255900,3,0,2002,8,2290,2
126000,0,0,1977,5,1734,2
125000,2,0,1950,5,1164,1
117000,2,0,1910,6,1635,1
395192,4,0,2009,9,1940,3
195000,2,0,1976,6,2030,2
197000,3,0,2006,7,1576,2
348000,3,0,1997,8,2392,3
168000,2,0,1882,8,1742,2
187000,2,0,1964,6,1851,2
173900,3,0,2005,6,1500,2
337500,4,0,2006,10,1718,3
121600,2,0,1946,4,1230,1
136500,2,0,1961,5,1050,1
185000,2,0,1970,6,1442,2
91000,2,0,1922,3,1077,1
206000,3,0,2006,7,1208,2
82000,0,0,1952,3,944,2
86000,1,0,1920,5,691,1
232000,3,0,2006,8,1574,3
136905,2,0,1976,5,1680,2
181000,3,0,2005,7,1504,2
149900,3,0,1977,5,985,1
163500,3,0,1970,6,1657,2
88000,2,0,1970,4,1092,1
240000,4,0,2004,7,1710,2
102000,2,0,1926,5,1522,0
135000,2,0,1948,5,1271,1
100000,0,0,1965,5,1664,0
165000,2,0,1923,6,1502,1
85000,2,0,1910,5,1022,1
119200,2,0,1948,6,1082,1
227000,3,0,2001,8,1665,2
203000,3,0,1996,7,1504,2
187500,3,0,1984,8,1360,2
160000,3,0,1991,7,1472,2
213490,3,0,2005,7,1506,2
176000,3,0,2005,4,1132,2
194000,3,0,2006,7,1220,2
87000,2,0,1930,5,1248,1
191000,3,0,2005,7,1504,2
287000,3,0,1976,8,2898,2
112500,2,0,1972,5,882,2
167500,2,0,1960,5,1264,2
293077,3,0,2007,8,1646,3
105000,2,0,1941,5,1376,1
118000,2,0,1972,6,1218,1
160000,2,0,1916,5,1928,0
197000,2,0,1920,7,3082,2
310000,3,0,1993,8,2520,3
230000,3,0,2002,7,1654,3
119750,1,0,1938,5,954,1
84000,0,0,1957,4,845,1
315500,4,0,2007,9,1620,3
287000,3,0,2001,8,2263,2
97000,2,0,1970,4,1344,0
80000,3,0,1970,4,630,1
155000,2,0,1957,5,1803,2
173000,2,0,1966,6,1632,2
196000,3,0,2005,6,1306,2
262280,3,0,1990,7,2329,2
278000,3,0,1981,8,2524,2
139600,0,0,1955,3,1733,2
556581,4,0,2005,9,2868,3
145000,3,0,1994,5,990,2
115000,0,0,1960,5,1771,2
84900,0,0,1946,4,930,1
176485,3,0,2007,7,1302,2
200141,3,0,2007,7,1316,2
165000,2,0,1964,6,1977,2
144500,2,0,1957,5,1526,1
255000,3,0,2002,8,1989,2
180000,3,0,1976,6,1523,2
185850,3,0,2005,7,1364,2
248000,3,0,1994,7,1850,2
335000,4,0,2008,9,2184,3
220000,2,0,1932,6,1991,2
213500,3,0,2001,8,1338,2
81000,2,0,1935,3,894,3
90000,2,0,1900,5,2337,2
110500,2,0,1925,6,1103,2
154000,2,0,1966,5,1154,2
328000,4,0,1996,7,2260,2
178000,3,0,1993,6,1571,2
167900,2,0,1964,6,1611,2
151400,3,0,1973,6,2521,2
135000,2,0,1949,5,893,2
135000,2,0,1956,5,1048,1
154000,2,0,1968,6,1556,2
91500,1,0,1948,5,1456,1
159500,2,0,1977,6,1426,2
194000,3,0,2006,7,1240,3
219500,2,0,1940,7,1740,1
170000,1,0,1936,5,1466,2
138800,2,0,1969,5,1096,1
155900,3,0,2004,6,848,2
126000,3,0,1994,5,990,1
145000,2,0,1971,6,1258,2
133000,2,0,1963,5,1040,1
192000,3,0,2002,7,1459,2
160000,2,0,1964,6,1251,1
187500,3,0,1995,6,1498,2
147000,3,0,1992,6,996,2
83500,2,0,1973,4,1092,1
252000,3,0,2005,8,1953,3
137500,3,0,2004,7,1709,2
197000,3,0,2005,8,1247,2
92900,0,0,1950,3,1040,2
160000,3,0,1999,7,1252,2
136500,2,0,1925,6,1694,2
146000,2,0,1965,5,1200,2
129000,2,0,1956,5,936,1
176432,3,0,2006,6,1314,2
127000,2,0,1914,6,1355,0
170000,3,0,1986,8,1088,2
128000,2,0,1936,4,1324,1
157000,3,0,1978,7,1601,2
60000,2,0,1920,2,438,1
119500,2,0,1971,5,950,1
135000,2,0,1960,5,1134,1
159500,2,0,1959,6,1194,2
106000,2,0,1970,5,1302,2
325000,4,0,1994,8,2622,2
179900,3,0,1990,7,1442,2
274725,4,0,2006,7,2021,2
181000,3,0,2000,6,1690,2
280000,4,0,2004,8,1836,3
188000,3,0,1995,6,1658,2
205000,2,0,1976,7,1964,2
129900,2,0,1957,5,816,1
134500,2,0,1953,5,1008,1
117000,2,0,1954,5,833,1
318000,4,0,2007,8,1734,3
184100,3,0,2002,8,1419,2
130000,2,0,1967,5,894,2
140000,2,0,1958,5,1601,1
133700,2,0,1959,5,1040,1
118400,2,0,1920,6,1012,1
212900,3,0,2005,7,1552,3
112000,2,0,1956,4,960,1
118000,2,0,1947,5,698,0
163900,3,0,1992,7,1482,2
115000,2,0,1955,4,1005,2
174000,3,0,2007,7,1555,3
259000,3,0,2004,7,1530,3
215000,3,0,2004,7,1959,2
140000,3,0,1980,5,936,2
135000,2,0,1928,4,1981,2
93500,3,0,1991,5,974,0
117500,2,0,1880,6,2210,1
239500,3,0,1995,8,2020,2
169000,3,0,1997,6,1600,2
102000,2,0,1926,6,986,1
119000,2,0,1950,6,1252,1
94000,2,0,1875,5,1020,0
196000,2,0,1977,6,1567,2
144000,2,0,1920,5,1167,2
139000,2,0,1951,5,952,2
197500,2,0,1976,5,1868,2
424870,4,0,2006,8,2828,3
80000,2,0,1959,5,1006,0
80000,3,0,1941,4,924,1
149000,2,0,1928,5,1576,1
180000,3,0,1985,6,1298,2
174500,2,0,1941,7,1564,1
116900,2,0,1926,7,1111,1
143000,2,0,1920,7,1482,2
124000,2,0,1950,6,932,1
149900,2,0,1959,5,1466,2
230000,2,0,1956,6,1811,2
120500,2,0,1930,6,816,1
201800,2,0,1965,7,1820,2
218000,3,0,1976,5,1437,2
179900,2,0,1965,5,1265,2
230000,3,0,2007,7,1314,2
235128,3,0,2007,8,1580,3
185000,2,0,1974,6,1876,2
146000,3,0,1978,6,1456,2
224000,2,0,1954,6,1640,2
129000,3,0,1968,5,894,2
108959,3,0,1969,4,1258,2
194000,3,0,1978,5,1432,2
233170,3,0,2009,7,1502,2
245350,3,0,2008,8,1694,3
173000,3,0,2000,6,1671,2
235000,2,0,1935,6,2108,2
625000,4,0,1995,10,3627,3
171000,2,3,1977,6,1118,1
163000,2,0,1958,6,1261,2
171900,3,0,2006,7,1250,2
200500,2,0,1946,5,3086,0
239000,3,0,1932,6,2345,2
285000,3,0,1992,8,2872,2
119500,2,0,1984,5,923,1
115000,2,0,1926,6,1224,1
154900,2,0,1921,5,1343,1
93000,0,0,1954,5,1124,0
250000,3,0,1990,7,2514,2
392500,4,0,2008,8,1652,2
745000,4,4,1996,10,4476,3
120000,2,0,1920,5,1130,2
186700,2,0,1963,5,1572,3
104900,2,0,1924,5,1221,1
95000,1,0,1900,3,1699,2
262000,3,0,1994,8,1624,3
195000,3,0,2002,7,1660,2
189000,2,0,1999,7,1804,2
168000,2,0,1961,4,1622,4
174000,3,0,1999,8,1441,2
125000,2,0,1925,5,1472,1
165000,4,0,1999,6,1224,2
158000,2,0,1969,6,1352,1
176000,3,0,2005,6,1456,2
219210,3,0,2006,7,1863,3
144000,2,0,1916,7,1690,1
178000,3,0,2001,7,1212,2
148000,2,0,1963,4,1382,2
116050,2,0,1970,4,864,1
197900,3,0,1998,7,1779,2
117000,2,0,1925,5,1348,1
213000,3,0,2000,7,1630,2
153500,3,0,1975,5,1074,2
271900,3,0,1990,7,2196,3
107000,2,0,1966,4,1056,1
200000,3,0,2003,6,1700,2
140000,2,0,1962,5,1283,2
290000,4,0,2006,8,1660,2
189000,3,0,1992,6,1845,2
164000,3,0,1988,8,1752,2
113000,2,0,1941,4,672,1
145000,2,0,1965,4,960,1
134500,2,0,1962,5,999,1
125000,2,0,1966,5,894,1
112000,0,0,1978,6,1902,2
229456,3,0,2009,8,1314,2
80500,0,0,1947,4,912,0
91500,2,0,1971,6,1218,0
115000,2,0,1964,5,912,1
134000,2,0,1968,5,1211,1
143000,2,0,1949,6,1846,1
137900,2,0,1951,5,2136,2
184000,3,0,2004,7,1490,2
145000,2,0,1958,6,1138,1
214000,3,0,2007,6,1933,3
147000,2,0,1965,5,912,2
367294,4,0,2008,9,1702,3
127000,2,0,1960,5,1507,1
190000,3,0,1977,5,2620,2
132500,2,0,1962,5,1190,2
101800,0,0,1962,4,1224,2
142000,2,0,1959,5,1188,2
130000,2,0,1911,5,1964,0
138887,3,0,1914,5,1784,1
175500,3,0,2003,7,1626,2
195000,3,0,2004,7,1948,2
142500,3,0,2005,6,1141,2
265900,3,0,2006,8,1484,2
224900,3,0,2003,7,1768,2
248328,3,0,2007,7,1689,3
170000,3,0,1974,7,1173,2
465000,4,0,2006,10,2076,3
230000,3,0,1929,8,1517,2
178000,3,0,1984,6,1868,2
186500,3,0,2005,7,1553,2
169900,2,0,1976,6,1034,3
129500,3,0,1917,6,2058,2
119000,2,0,1950,5,988,1
244000,2,0,1968,7,2110,2
171750,3,0,2003,7,1405,2
130000,2,0,1968,5,874,1
294000,2,0,1974,7,2167,2
165400,3,0,2003,7,1656,2
127500,2,0,1931,6,1367,1
301500,3,0,1994,8,1987,2
99900,1,0,1922,5,864,0
190000,3,0,2005,7,1166,2
151000,3,0,1969,6,1054,2
181000,3,0,1999,6,1675,2
128900,2,0,1956,5,1050,1
161500,2,0,1957,4,1788,1
180500,2,0,1919,6,1824,2
181000,3,0,1998,6,1337,2
183900,3,0,1999,7,1452,2
122000,2,0,1910,7,1889,1
378500,4,0,2008,9,2018,3
381000,2,0,1935,8,3447,3
144000,2,0,1958,5,1524,1
260000,3,0,1979,7,1524,2
185750,2,0,1968,6,1489,2
137000,2,0,1965,5,935,1
177000,2,0,1959,6,1357,1
139000,2,0,1910,5,1250,2
137000,2,0,1948,5,1920,2
162000,2,0,1972,6,1395,2
197900,3,0,1967,6,1724,2
237000,3,0,2002,8,2031,2
68400,2,0,1920,4,1128,2
227000,3,0,2002,7,1573,2
180000,3,0,1990,7,1339,2
150500,3,0,1977,5,1040,2
139000,2,0,1971,6,1824,0
169000,2,0,1919,6,2447,1
132500,2,0,1939,6,1412,1
143000,2,0,1963,6,1328,2
190000,2,0,1964,5,1582,2
278000,3,0,2000,8,1659,2
281000,3,0,2006,8,1970,3
180500,2,0,1964,5,1152,2
119500,2,0,1972,5,1302,1
107500,2,0,1892,5,2372,1
162900,3,0,1976,7,1664,2
115000,2,0,1955,5,864,2
138500,2,0,1968,5,1052,1
155000,2,0,1963,5,1128,2
140000,3,0,2005,6,1072,2
160000,4,3,2008,10,5642,2
154000,2,0,1959,5,1246,1
225000,3,0,1999,7,1983,2
177500,2,0,1942,6,1494,1
290000,3,0,1994,8,2526,3
232000,3,0,2005,7,1616,3
130000,3,0,2004,7,1708,2
325000,4,0,2006,9,1652,2
202500,3,0,2005,7,1368,2
138000,3,0,1994,5,990,2
147000,2,0,1948,5,1122,2
179200,3,0,1991,6,1294,2
335000,3,0,1959,7,1902,2
203000,3,0,2005,7,1274,2
302000,4,0,1990,8,2810,2
333168,3,0,1999,9,2599,3
119000,2,0,1954,4,948,1
206900,1,0,1969,6,2112,2
295493,4,0,2008,8,1630,3
208900,4,0,2006,7,1352,2
275000,3,0,2001,8,1787,3
111000,2,0,1954,4,948,1
156500,2,0,1957,6,1478,2
72500,0,0,1949,3,720,1
190000,3,0,1992,7,1923,2
82500,2,0,1940,4,708,0
147000,4,0,2006,8,1795,3
55000,2,0,1922,4,796,0
79000,2,0,1931,3,774,0
130500,2,0,1982,5,816,1
256000,3,0,1920,6,2792,2
176500,3,0,1998,7,1632,2
227000,3,0,2006,8,1588,3
132500,2,0,1976,5,954,2
100000,2,0,1938,4,816,1
125500,2,0,1938,5,1360,1
125000,2,0,1970,5,1365,2
167900,3,0,1977,6,1334,2
135000,2,0,1973,5,1656,2
52500,2,0,1941,4,693,0
200000,3,0,2002,7,1861,2
128500,2,0,1972,5,864,1
123000,2,0,1971,4,872,4
155000,3,0,2003,6,1114,2
228500,3,0,2002,8,2169,2
177000,2,0,1928,6,1913,2
155835,3,0,2006,7,1456,2
108500,2,0,1920,4,960,1
262500,2,0,1968,7,2156,2
283463,4,0,2006,8,1776,3
215000,3,0,1998,7,1494,2
122000,2,0,1872,8,2358,0
200000,2,0,1969,5,2634,4
171000,2,0,1962,6,1716,2
134900,2,0,1937,6,1176,2
410000,3,0,1995,8,3238,3
235000,3,0,2000,7,1865,3
170000,2,0,1968,7,1920,2
110000,2,0,1966,5,892,1
149900,2,0,1971,5,1078,2
177500,3,0,2000,6,1573,2
315000,4,0,2004,9,1980,3
189000,2,0,1921,5,2601,2
260000,4,0,2005,7,1530,2
104900,2,0,1920,4,1738,1
156932,3,0,2006,6,1412,2
144152,3,0,2005,7,1200,2
216000,3,0,2000,7,1674,2
193000,3,0,1999,7,1790,2
127000,2,0,1977,5,1475,1
144000,3,0,2003,6,848,2
232000,3,0,2003,8,1668,2
105000,2,0,1920,4,1374,1
165500,2,0,1955,6,1661,1
274300,3,0,1998,7,2097,2
466500,4,0,2001,10,2633,3
250000,3,0,2005,7,1958,3
239000,3,0,2007,8,1571,3
91000,3,0,1930,6,790,1
117000,2,0,1941,5,1604,2
83000,2,0,1973,6,987,1
167500,3,0,2006,5,1394,2
58500,2,0,1914,3,864,1
237500,2,0,1970,6,2117,2
157000,1,0,1920,7,1762,2
112000,2,0,1918,5,1416,2
105000,2,0,1939,6,1258,1
125500,2,0,1922,4,1154,1
250000,3,1,1978,7,2784,2
136000,2,0,1916,6,2526,1
377500,4,0,2006,9,1746,3
131000,2,0,1941,6,1218,2
235000,3,0,2000,7,1525,2
124000,2,0,1967,5,1584,3
123000,2,0,1967,5,900,1
163000,1,0,1905,6,1912,2
246578,3,0,2006,7,1500,3
281213,3,0,2005,8,2482,3
160000,2,0,1948,5,1687,2
137500,2,0,1920,5,1513,1
138000,2,0,1950,5,1904,1
137450,2,0,1925,6,1608,1
120000,2,0,1929,6,1158,1
193000,2,0,2004,6,1593,2
193879,3,0,2006,7,1294,2
282922,3,0,2007,8,1464,3
105000,2,0,1915,3,1214,3
275000,4,0,2004,8,1646,2
133000,3,0,1972,5,768,2
112000,2,0,1985,5,833,0
125500,1,0,1910,4,1363,2
215000,3,0,1986,7,2093,2
230000,3,0,2001,7,1840,2
140000,2,0,1950,6,1668,1
90000,0,0,1949,4,1040,2
257000,3,0,2005,8,1844,2
207000,2,0,1923,6,1848,2
175900,3,0,2007,7,1569,3
122500,2,0,1885,4,2290,2
340000,3,0,1998,8,2450,3
124000,2,0,1963,5,1144,1
223000,2,0,1969,6,1844,2
179900,2,0,1968,6,1416,2
127500,3,0,1977,6,1069,2
136500,3,0,2003,6,848,2
274970,3,3,1966,6,2201,2
144000,2,0,1958,5,1344,1
142000,2,0,1959,6,1252,2
271000,3,0,1994,7,2127,2
140000,2,0,1945,5,1558,1
119000,2,0,1940,5,804,1
182900,3,0,1981,6,1440,2
192140,3,0,2005,5,1838,2
143750,3,0,1976,6,958,2
64500,2,0,1927,4,968,1
186500,3,0,2000,6,1792,2
160000,2,0,1977,5,1126,2
174000,2,0,1962,6,1537,2
120500,2,0,1971,4,864,2
394617,4,0,2008,8,1932,3
149700,2,0,1957,6,1236,2
197000,2,0,1979,7,1725,2
191000,4,0,1922,6,2555,2
149300,3,0,2004,6,848,2
310000,4,0,2008,10,2007,3
121000,2,0,1916,6,952,1
179600,3,0,2004,7,1422,2
129000,2,0,1966,6,913,1
157900,2,0,1962,5,1188,1
240000,3,0,1995,8,2090,2
112000,1,0,1910,4,1346,1
92000,3,0,1970,5,630,0
136000,3,0,1974,5,1792,0
287090,3,0,2008,8,1578,3
145000,3,0,2005,5,1072,2
84500,3,0,2006,5,1140,0
185000,3,0,2004,7,1221,2
175000,3,0,1999,6,1647,2
210000,3,0,1978,6,2073,2
266500,2,0,1941,7,2340,1
142125,2,0,1950,5,1078,1
147500,2,0,1965,5,1256,1
